candidate,office,district,party,county,precinct,total votes,election day,early voting
,Straight Party,,Mountain,Berkeley,PRECINCT 41,4,4,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 41,210,178,32
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 41,102,85,17
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 41,8,5,3
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 41,5,3,2
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 41,1,1,0
,Registered Voters,,,Berkeley,PRECINCT 42,878,,
,Ballots Cast,,,Berkeley,PRECINCT 42,183,157,26
,Straight Party,,Republican,Berkeley,PRECINCT 42,16,13,3
,Straight Party,,Democratic,Berkeley,PRECINCT 42,16,14,2
,Straight Party,,Mountain,Berkeley,PRECINCT 42,1,1,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 42,99,85,14
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 42,72,61,11
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 42,7,7,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 42,2,2,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 42,1,1,0
,Registered Voters,,,Berkeley,PRECINCT 43,279,,
,Ballots Cast,,,Berkeley,PRECINCT 43,49,47,2
,Straight Party,,Republican,Berkeley,PRECINCT 43,16,14,2
,Straight Party,,Democratic,Berkeley,PRECINCT 43,2,2,0
,Straight Party,,Mountain,Berkeley,PRECINCT 43,1,1,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 43,33,31,2
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 43,12,12,0
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 43,2,2,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 43,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 43,1,1,0
,Registered Voters,,,Berkeley,PRECINCT 43A,747,,
,Ballots Cast,,,Berkeley,PRECINCT 43A,128,119,9
,Straight Party,,Republican,Berkeley,PRECINCT 43A,21,20,1
,Straight Party,,Democratic,Berkeley,PRECINCT 43A,12,11,1
,Straight Party,,Mountain,Berkeley,PRECINCT 43A,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 43A,75,67,8
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 43A,48,47,1
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 43A,2,2,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 43A,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 43A,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 44,618,,
,Ballots Cast,,,Berkeley,PRECINCT 44,138,108,30
,Straight Party,,Republican,Berkeley,PRECINCT 44,28,21,7
,Straight Party,,Democratic,Berkeley,PRECINCT 44,15,15,0
,Straight Party,,Mountain,Berkeley,PRECINCT 44,1,1,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 44,66,48,18
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 44,66,54,12
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 44,4,4,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 44,1,1,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 44,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 45,1296,,
,Ballots Cast,,,Berkeley,PRECINCT 45,215,181,34
,Straight Party,,Republican,Berkeley,PRECINCT 45,48,42,6
,Straight Party,,Democratic,Berkeley,PRECINCT 45,21,20,1
,Straight Party,,Mountain,Berkeley,PRECINCT 45,1,0,1
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 45,128,105,23
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 45,76,69,7
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 45,6,2,4
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 45,4,4,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 45,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 46,526,,
,Ballots Cast,,,Berkeley,PRECINCT 46,93,81,12
,Straight Party,,Republican,Berkeley,PRECINCT 46,17,15,2
,Straight Party,,Democratic,Berkeley,PRECINCT 46,3,3,0
,Straight Party,,Mountain,Berkeley,PRECINCT 46,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 46,71,61,10
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 46,20,19,1
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 46,1,1,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 46,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 46,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 46A,930,,
,Ballots Cast,,,Berkeley,PRECINCT 46A,181,130,51
,Straight Party,,Republican,Berkeley,PRECINCT 46A,29,27,2
,Straight Party,,Democratic,Berkeley,PRECINCT 46A,13,9,4
,Straight Party,,Mountain,Berkeley,PRECINCT 46A,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 46A,124,99,25
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 46A,49,27,22
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 46A,4,2,2
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 46A,3,2,1
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 46A,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 47,1310,,
,Ballots Cast,,,Berkeley,PRECINCT 47,257,212,45
,Straight Party,,Republican,Berkeley,PRECINCT 47,61,48,13
,Straight Party,,Democratic,Berkeley,PRECINCT 47,25,22,3
,Straight Party,,Mountain,Berkeley,PRECINCT 47,2,2,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 47,190,160,30
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 47,57,43,14
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 47,5,5,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 47,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 47,1,1,0
,Registered Voters,,,Berkeley,PRECINCT 48,1393,,
,Ballots Cast,,,Berkeley,PRECINCT 48,414,350,64
,Straight Party,,Republican,Berkeley,PRECINCT 48,96,88,8
,Straight Party,,Democratic,Berkeley,PRECINCT 48,52,49,3
,Straight Party,,Mountain,Berkeley,PRECINCT 48,2,1,1
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 48,235,207,28
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 48,161,128,33
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 48,9,7,2
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 48,4,3,1
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 48,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 49,1167,,
,Ballots Cast,,,Berkeley,PRECINCT 49,281,195,86
,Straight Party,,Republican,Berkeley,PRECINCT 49,66,55,11
,Straight Party,,Democratic,Berkeley,PRECINCT 49,26,18,8
,Straight Party,,Mountain,Berkeley,PRECINCT 49,3,2,1
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 49,159,118,41
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 49,111,68,43
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 49,8,7,1
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 49,1,1,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 49,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 50,600,,
,Ballots Cast,,,Berkeley,PRECINCT 50,134,100,34
,Straight Party,,Republican,Berkeley,PRECINCT 50,27,21,6
,Straight Party,,Democratic,Berkeley,PRECINCT 50,17,13,4
,Straight Party,,Mountain,Berkeley,PRECINCT 50,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 50,86,65,21
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 50,46,33,13
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 50,1,1,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 50,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 50,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 51,752,,
,Ballots Cast,,,Berkeley,PRECINCT 51,139,123,16
,Straight Party,,Republican,Berkeley,PRECINCT 51,24,23,1
,Straight Party,,Democratic,Berkeley,PRECINCT 51,19,19,0
,Straight Party,,Mountain,Berkeley,PRECINCT 51,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 51,74,63,11
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 51,55,50,5
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 51,2,2,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 51,3,3,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 51,1,1,0
,Registered Voters,,,Berkeley,PRECINCT 51A,359,,
,Ballots Cast,,,Berkeley,PRECINCT 51A,67,60,7
,Straight Party,,Republican,Berkeley,PRECINCT 51A,15,15,0
,Straight Party,,Democratic,Berkeley,PRECINCT 51A,9,8,1
,Straight Party,,Mountain,Berkeley,PRECINCT 51A,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 51A,46,41,5
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 51A,16,14,2
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 51A,2,2,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 51A,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 51A,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 52,1387,,
,Ballots Cast,,,Berkeley,PRECINCT 52,234,154,80
,Straight Party,,Republican,Berkeley,PRECINCT 52,44,34,10
,Straight Party,,Democratic,Berkeley,PRECINCT 52,30,21,9
,Straight Party,,Mountain,Berkeley,PRECINCT 52,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 52,138,93,45
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 52,82,52,30
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 52,5,4,1
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 52,1,1,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 52,3,2,1
,Registered Voters,,,Berkeley,PRECINCT 53,1240,,
,Ballots Cast,,,Berkeley,PRECINCT 53,151,115,36
,Straight Party,,Republican,Berkeley,PRECINCT 53,27,23,4
,Straight Party,,Democratic,Berkeley,PRECINCT 53,13,7,6
,Straight Party,,Mountain,Berkeley,PRECINCT 53,3,3,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 53,89,75,14
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 53,56,34,22
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 53,4,4,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 53,1,1,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 53,1,1,0
,Registered Voters,,,Berkeley,PRECINCT 54,1119,,
,Ballots Cast,,,Berkeley,PRECINCT 54,171,145,26
,Straight Party,,Republican,Berkeley,PRECINCT 54,40,36,4
,Straight Party,,Democratic,Berkeley,PRECINCT 54,13,12,1
,Straight Party,,Mountain,Berkeley,PRECINCT 54,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 54,126,110,16
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 54,39,30,9
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 54,3,2,1
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 54,1,1,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 54,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 55,344,,
,Ballots Cast,,,Berkeley,PRECINCT 55,98,73,25
,Straight Party,,Republican,Berkeley,PRECINCT 55,19,14,5
,Straight Party,,Democratic,Berkeley,PRECINCT 55,12,5,7
,Straight Party,,Mountain,Berkeley,PRECINCT 55,1,1,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 55,60,48,12
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 55,34,22,12
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 55,2,2,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 55,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 55,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 56,443,,
,Ballots Cast,,,Berkeley,PRECINCT 56,80,61,19
,Straight Party,,Republican,Berkeley,PRECINCT 56,11,10,1
,Straight Party,,Democratic,Berkeley,PRECINCT 56,5,3,2
,Straight Party,,Mountain,Berkeley,PRECINCT 56,2,2,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 56,41,32,9
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 56,36,28,8
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 56,3,1,2
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 56,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 56,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 105,783,,
,Ballots Cast,,,Berkeley,PRECINCT 105,133,95,38
,Straight Party,,Republican,Berkeley,PRECINCT 105,28,25,3
,Straight Party,,Democratic,Berkeley,PRECINCT 105,26,17,9
,Straight Party,,Mountain,Berkeley,PRECINCT 105,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 105,76,59,17
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 105,50,33,17
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 105,1,0,1
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 105,3,2,1
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 105,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 106,674,,
,Ballots Cast,,,Berkeley,PRECINCT 106,103,80,23
,Straight Party,,Republican,Berkeley,PRECINCT 106,19,16,3
,Straight Party,,Democratic,Berkeley,PRECINCT 106,11,11,0
,Straight Party,,Mountain,Berkeley,PRECINCT 106,2,2,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 106,62,45,17
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 106,36,30,6
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 106,1,1,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 106,1,1,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 106,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 107,861,,
,Ballots Cast,,,Berkeley,PRECINCT 107,135,106,29
,Straight Party,,Republican,Berkeley,PRECINCT 107,18,16,2
,Straight Party,,Democratic,Berkeley,PRECINCT 107,15,12,3
,Straight Party,,Mountain,Berkeley,PRECINCT 107,1,1,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 107,78,65,13
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 107,47,32,15
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 107,1,1,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 107,3,3,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 107,2,2,0
,Registered Voters,,,Berkeley,PRECINCT 110,440,,
,Ballots Cast,,,Berkeley,PRECINCT 110,93,78,15
,Straight Party,,Republican,Berkeley,PRECINCT 110,18,15,3
,Straight Party,,Democratic,Berkeley,PRECINCT 110,9,8,1
,Straight Party,,Mountain,Berkeley,PRECINCT 110,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 110,55,47,8
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 110,37,30,7
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 110,0,0,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 110,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 110,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 111,625,,
,Ballots Cast,,,Berkeley,PRECINCT 111,86,71,15
,Straight Party,,Republican,Berkeley,PRECINCT 111,17,12,5
,Straight Party,,Democratic,Berkeley,PRECINCT 111,5,4,1
,Straight Party,,Mountain,Berkeley,PRECINCT 111,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 111,60,52,8
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 111,25,18,7
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 111,1,1,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 111,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 111,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 112,655,,
,Ballots Cast,,,Berkeley,PRECINCT 112,87,73,14
,Straight Party,,Republican,Berkeley,PRECINCT 112,13,12,1
,Straight Party,,Democratic,Berkeley,PRECINCT 112,7,6,1
,Straight Party,,Mountain,Berkeley,PRECINCT 112,1,0,1
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 112,59,50,9
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 112,25,22,3
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 112,2,1,1
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 112,1,0,1
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 112,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 113,332,,
,Ballots Cast,,,Berkeley,PRECINCT 113,75,69,6
,Straight Party,,Republican,Berkeley,PRECINCT 113,15,14,1
,Straight Party,,Democratic,Berkeley,PRECINCT 113,6,6,0
,Straight Party,,Mountain,Berkeley,PRECINCT 113,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 113,46,43,3
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 113,27,25,2
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 113,0,0,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 113,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 113,0,0,0
,Registered Voters,,,Berkeley,PRECINCT 114,445,,
,Ballots Cast,,,Berkeley,PRECINCT 114,41,36,5
,Straight Party,,Republican,Berkeley,PRECINCT 114,10,8,2
,Straight Party,,Democratic,Berkeley,PRECINCT 114,5,4,1
,Straight Party,,Mountain,Berkeley,PRECINCT 114,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 114,28,26,2
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 114,11,9,2
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 114,0,0,0
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 114,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 114,1,1,0
,Registered Voters,,,Berkeley,PRECINCT 115,511,,
,Ballots Cast,,,Berkeley,PRECINCT 115,103,88,15
,Straight Party,,Republican,Berkeley,PRECINCT 115,21,19,2
,Straight Party,,Democratic,Berkeley,PRECINCT 115,8,8,0
,Straight Party,,Mountain,Berkeley,PRECINCT 115,0,0,0
Bill Maloney,Governor,,REP,Berkeley,PRECINCT 115,74,61,13
Earl Ray Tomblin,Governor,,DEM,Berkeley,PRECINCT 115,26,25,1
Bob Henry Baber,Governor,,MTN,Berkeley,PRECINCT 115,1,0,1
Marla Dee Ingels,Governor,,IND,Berkeley,PRECINCT 115,0,0,0
Harry V. Bertram,Governor,,ATP,Berkeley,PRECINCT 115,0,0,0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
