candidate,office,district,party,county,precinct,total votes ,election day ,early voting 
Mitch B. Carmichael ,Governor,,,Lewis,Precinct 23,0,0,0
,Registered Voters ,,Democratic,Lewis,Precinct 24,261,,
,Registered Voters ,,Republican ,Lewis,Precinct 24,183,,
,Ballots Cast ,,Democratic,Lewis,Precinct 24,68,68,0
,Ballots Cast ,,Republican ,Lewis,Precinct 24,40,40,0
Earl Ray Tomblin,Governor,,,Lewis,Precinct 24,20,20,0
Jeffrey V. Kessler ,Governor,,,Lewis,Precinct 24,0,0,0
John D. Perdue,Governor,,,Lewis,Precinct 24,9,9,0
Rick Thompson,Governor,,,Lewis,Precinct 24,14,14,0
Arne Moltis,Governor,,,Lewis,Precinct 24,0,0,0
Natalie E. Tennant ,Governor,,,Lewis,Precinct 24,16,16,0
Bill Maloney ,Governor,,,Lewis,Precinct 24,21,21,0
Ralph William Clark,Governor,,,Lewis,Precinct 24,2,2,0
Larry V. Faircloth,Governor,,,Lewis,Precinct 24,0,0,0
Mark A. Sorsaia,Governor,,,Lewis,Precinct 24,0,0,0
Clark Barnes,Governor,,,Lewis,Precinct 24,3,3,0
Cliff Ellis,Governor,,,Lewis,Precinct 24,0,0,0
Betty Ireland,Governor,,,Lewis,Precinct 24,14,14,0
Mitch B. Carmichael ,Governor,,,Lewis,Precinct 24,0,0,0
